company_id,year,net_profit_margin,operating_profit_margin,roe,roce,roa,debt_to_equity,high_leverage_flag,interest_coverage,icr_label,icr_warning,net_debt,asset_turnover,eps_ratio,dividend_payout_ratio,id,company_name,roe_percentage,roce_percentage,roe_difference,roce_difference,category
ASIANPAINT,Mar 2023,12.163298442981821,18.150714720635566,26.231865932966482,34.92329149232915,16.272935334962565,0.12087293646823412,0,46.46527777777778,,0,-2329.0,1.3378719112455875,43.0,60.0,ASIANPAINT,"Asian Paints
Indian Multi-National Paint and Coating Manufacturing Company",31.45,41.75,5.2181340670335175,6.826708507670851,Formula Difference
ASIANPAINT,Mar 2024,15.658543456824905,21.3692069305536,29.677488252883382,35.774926893689276,18.588007090063876,0.1321016659547202,0,41.00487804878049,,0,-2114.0,1.187084044011906,57.0,58.0,ASIANPAINT,"Asian Paints
Indian Multi-National Paint and Coating Manufacturing Company",31.45,41.75,1.7725117471166172,5.975073106310724,Source Difference
ASIANPAINT,Mar 2024,15.658543456824905,21.3692069305536,29.677488252883382,35.774926893689276,18.588007090063876,0.1321016659547202,0,41.00487804878049,,0,-2114.0,1.187084044011906,57.0,58.0,ASIANPAINT,"Asian Paints
Indian Multi-National Paint and Coating Manufacturing Company",31.45,41.75,1.7725117471166172,5.975073106310724,Source Difference
ATGL,Mar 2018,11.790393013100436,26.637554585152838,15.94488188976378,15.501905972045742,5.779521940777738,1.3238188976377954,0,3.568,,0,1165.0,0.49018908312522297,6.0,0.0,ATGL,Adani Total Gas Ltd,20.5,21.2,4.55511811023622,5.698094027954257,Source Difference
ATGL,Mar 2019,13.321698662012798,26.46887725421757,20.780399274047188,30.414438502673796,11.181640625,0.35753176043557167,0,5.711111111111111,,0,218.0,0.83935546875,2.0,12.0,ATGL,Adani Total Gas Ltd,20.5,21.2,0.2803992740471877,9.214438502673797,Source Difference
ATGL,Mar 2020,23.253333333333334,31.733333333333334,29.63970088375255,31.332280147446024,17.60904684975767,0.2909585316111489,0,15.585365853658537,,0,146.0,0.7572697899838449,4.0,6.0,ATGL,Adani Total Gas Ltd,20.5,21.2,9.13970088375255,10.132280147446025,Formula Difference
ATGL,Mar 2021,27.299528301886795,41.509433962264154,23.94002068252327,28.583028826634187,14.450686641697876,0.27352637021716647,0,18.35,,0,112.0,0.529338327091136,4.0,6.0,ATGL,Adani Total Gas Ltd,20.5,21.2,3.4400206825232686,7.383028826634188,Source Difference
BAJAJ-AUTO,Mar 2013,15.645443196004994,18.257178526841447,38.84686918784873,44.688913335778025,24.782471127986078,0.014383137011779294,0,4446.0,,0,-5943.0,1.5840056953013764,108.0,42.0,BAJAJ-AUTO,Bajaj Auto Ltd,26.5,33.5,12.346869187848732,11.188913335778025,Formula Difference
BAJAJ-AUTO,Mar 2014,16.785022595222724,20.673387297015445,33.24481164551982,40.70995501662429,22.07995819179514,0.0058030884233303826,0,4837.0,,0,-8389.0,1.3154559707342566,117.0,43.0,BAJAJ-AUTO,Bajaj Auto Ltd,26.5,33.5,6.7448116455198175,7.209955016624292,Formula Difference
BAJAJ-AUTO,Mar 2017,18.7497127097219,20.358538267065043,22.843862007168457,24.638406764574988,18.8510952953138,0.006720430107526882,0,5897.0,,0,-15357.0,1.0054071540807838,141.0,39.0,BAJAJ-AUTO,Bajaj Auto Ltd,26.5,33.5,3.6561379928315425,8.861593235425012,Source Difference
BAJAJ-AUTO,Mar 2018,16.735422451408173,19.22253074176914,20.656058751529986,23.586099484084492,16.781353168131737,0.005924112607099143,0,6250.0,,0,-18774.0,1.0027445209021122,146.0,41.0,BAJAJ-AUTO,Bajaj Auto Ltd,26.5,33.5,5.8439412484700135,9.913900515915508,Formula Difference
BAJAJ-AUTO,Mar 2019,16.2329534224916,17.12234007510376,21.211208195239532,22.25361760424694,17.09093431365749,0.005380278052769767,0,1806.5,,0,-20478.0,1.0528542692654506,170.0,35.0,BAJAJ-AUTO,Bajaj Auto Ltd,26.5,33.5,5.288791804760468,11.24638239575306,Formula Difference
BAJAJ-AUTO,Mar 2020,17.42036832781844,17.076105484808984,24.06056689133044,23.448687350835325,19.660505469634103,0.005816637429600221,0,2313.6666666666665,,0,-19788.0,1.1285929837797057,180.0,67.0,BAJAJ-AUTO,Bajaj Auto Ltd,26.5,33.5,2.4394331086695615,10.051312649164675,Source Difference
BAJAJ-AUTO,Mar 2021,17.508381096571863,17.800367686817346,17.808821911780882,18.025845075563993,14.454496756145469,0.0044366223004436624,0,929.7142857142857,,0,-24566.0,0.8255758585798464,168.0,83.0,BAJAJ-AUTO,Bajaj Auto Ltd,26.5,33.5,8.691178088219118,15.474154924436007,Formula Difference
